regime,metric,slope,r_squared,reduction_16_to_1024
isotropic,output_mse,-1.1088146455990573,0.9768465668398333,76.94737920479254
isotropic,jacobian_u_mse,-0.9383523987616216,0.9883775988877169,48.23564627095971
isotropic,jacobian_v_mse,-1.048808176961685,0.9753970316565695,86.4880449464021
rotated_condition_8,output_mse,-0.8316763328439224,0.9551631355788126,41.3524767987845
rotated_condition_8,jacobian_u_mse,-0.9237804876933711,0.9903428552850009,43.65184868007852
rotated_condition_8,jacobian_v_mse,-0.8338668452845173,0.969670624770849,43.81367708383107
toeplitz_rho_0.5,output_mse,-0.945816593410667,0.9894277597691089,44.222672042975205
toeplitz_rho_0.5,jacobian_u_mse,-0.9739439938454472,0.9832669563828692,46.34034104841239
toeplitz_rho_0.5,jacobian_v_mse,-1.0051271761332783,0.995092463923534,64.16393007747143
