regime,prompt_length,seed,query,output_mse,jacobian_u_mse,jacobian_v_mse
isotropic,16,7,17,0.006449635910338749,0.042870983383462576,0.01050899296456935
isotropic,16,7,18,0.009376922818675417,0.011227119657405187,0.012941090697617657
isotropic,16,7,19,0.008795149288372618,0.02140937216146373,0.012337507467678397
isotropic,16,7,20,0.012607371766295785,0.02359200306811856,0.014621275753282523
isotropic,16,7,21,0.0058079556100138026,0.10142763948921026,0.009284822940463124
isotropic,16,7,22,0.010341678340726338,0.02089711025734691,0.013007678754039947
isotropic,16,7,23,0.010687419499916603,0.015752058482165272,0.014452690065263311
isotropic,16,7,24,0.013092553658671685,0.047268713632173,0.014546190685124822
isotropic,16,7,25,0.008422973933815288,0.056032827640669046,0.011761602251453986
isotropic,16,7,26,0.007007338335026057,0.09655027184435273,0.00966174337210234
isotropic,16,7,27,0.015210628045863771,0.044278792380885335,0.017205996509707566
isotropic,16,7,28,0.006922386958892739,0.012912396296828395,0.010324683387769134
isotropic,16,7,29,0.007781128250516284,0.04329551298103236,0.010796036675272484
isotropic,16,7,30,0.014354394707727513,0.027858218195847616,0.016349756899476056
isotropic,16,7,31,0.006836692966479984,0.05074916136392941,0.010243910384267588
isotropic,16,7,32,0.007221055967910145,0.07222155886996309,0.010780001868694659
isotropic,16,7,33,0.010986444801992653,0.03523495705924904,0.014647574716636535
isotropic,16,7,34,0.006147422327274736,0.1065152999597271,0.009282069781064224
isotropic,16,7,35,0.008133970017195418,0.026601966870968385,0.011661399655859932
isotropic,32,0,0,0.015038608813926603,0.0019321269173913304,0.0076504860834374026
isotropic,32,0,1,0.012510661359034178,0.007597133405755179,0.007713549179495451
isotropic,32,0,2,0.0244046366925512,0.010207467246808566,0.011086727086556641
isotropic,32,0,3,0.016195181644595758,0.0016920813794715375,0.00838930618546331
isotropic,32,0,4,0.012416808186324265,0.008627022745554807,0.007697084763187095
isotropic,32,0,5,0.023653733799923832,0.009199641667190457,0.010958220199735882
isotropic,32,0,6,0.012170292999057829,0.0141955502883293,0.007247066186702664
isotropic,32,0,7,0.02259529525158814,0.018508914830536197,0.010694919601189927
isotropic,32,0,8,0.012656119211009204,0.00844230496762405,0.0072304109896385894
isotropic,32,0,9,0.01987432243026432,0.005065399368126175,0.009558731528872107
isotropic,32,0,10,0.0119014843042586,0.006904546016434246,0.007383965246801871
isotropic,32,0,11,0.02042088416811492,0.009287190563714492,0.009495853640663701
isotropic,32,0,12,0.011592490785899525,0.008634574579523522,0.007257603055183049
isotropic,32,0,13,0.012802981508524536,0.009597482041457363,0.007096143811539002
isotropic,32,0,14,0.01747044547919097,0.005738139529711231,0.008130888805729366
isotropic,32,0,15,0.015395656244241246,0.0028162706232101736,0.007900664730541886
isotropic,32,0,16,0.013126432340691382,0.0005471654539842773,0.007308944197106451
isotropic,32,0,17,0.01588444584918066,0.00472692191386652,0.008505654975888873
isotropic,32,0,18,0.015062303798983545,0.006831657353928806,0.007301610130841366
isotropic,32,0,19,0.016726515396429328,0.002337141696175124,0.00819051431823769
isotropic,32,0,20,0.014291597482211796,0.0014204572361825553,0.007390327742721574
isotropic,32,0,21,0.010054078224446344,0.013248791481461405,0.0065383637592282785
isotropic,32,0,22,0.013085995189160338,0.00889915491030713,0.006673184584965346
isotropic,32,0,23,0.017804744794506694,0.0036882217867603272,0.008310803441164546
isotropic,32,0,24,0.01651920823657539,0.003663114696830794,0.008631159894661154
isotropic,32,0,25,0.014965531756174388,0.0060519686775623764,0.008196595951220029
isotropic,32,0,26,0.015028820135312308,0.0013561417296002647,0.007840413958689852
isotropic,32,0,27,0.01085026441536741,0.010430725912549324,0.007288872428502446
isotropic,32,0,28,0.021767670706207432,0.009499585968236945,0.010587374203984853
isotropic,32,0,29,0.019921515563308644,0.008882322120113202,0.009087386734011573
isotropic,32,0,30,0.012206137950705872,0.0067072238418269415,0.0075628682125437685
isotropic,32,0,31,0.012204940067777038,0.005058512995940825,0.007336353044380699
isotropic,32,0,32,0.0213889742510526,0.005321982399955954,0.009693261518608137
isotropic,32,0,33,0.01102934063072906,0.0064448171398225704,0.006345554204748184
isotropic,32,0,34,0.014193104125285827,0.003936683148371147,0.007926113714818085
isotropic,32,0,35,0.010795153398060496,0.005890050675481684,0.006623891530605846
isotropic,32,1,0,0.004478744352406919,0.005447279038610444,0.006297294764579815
isotropic,32,1,1,0.008064589246393328,0.018006207531914835,0.010413158076877704
isotropic,32,1,2,0.004950249485363049,0.009675534518013618,0.007394342484882953
isotropic,32,1,3,0.00498580553750302,0.0010938442257592386,0.007197597023720086
isotropic,32,1,4,0.004568265519794488,0.002774251847765331,0.006522094977793489
isotropic,32,1,5,0.005243779951432902,0.01466331373363032,0.007969214729070057
isotropic,32,1,6,0.005770404466224108,0.011028550920564408,0.008754453008022408
isotropic,32,1,7,0.007059727407282095,0.015694400595972744,0.010002326683000645
isotropic,32,1,8,0.0048705156731424434,0.011411086152356704,0.007373637052112866
isotropic,32,1,9,0.00731863222726773,0.023356899320896803,0.008653917349558827
isotropic,32,1,10,0.008528948125084888,0.022500495081126937,0.011663733273708208
isotropic,32,1,11,0.006440763363871391,0.015253219635391542,0.009036644685148747
isotropic,32,1,12,0.006423189533519667,0.03750476734248802,0.008797068841776211
isotropic,32,1,13,0.00660677690326446,0.018612048959024505,0.009038351957838288
isotropic,32,1,14,0.005504367679370575,0.01455832957287221,0.007291237532588727
isotropic,32,1,15,0.004897940465746469,0.005498700962179073,0.007467777829954598
isotropic,32,1,16,0.004788261912417033,0.007211028849291999,0.00744366434384983
isotropic,32,1,17,0.005215994818867083,0.014986252564051502,0.0076434407093309
isotropic,32,1,18,0.007677368932436993,0.01565176656797323,0.009713518409234945
isotropic,32,1,19,0.004677279697786072,0.014850518370259042,0.005849243209688544
isotropic,32,1,20,0.007613582792319388,0.022137223495504323,0.009845658469826291
isotropic,32,1,21,0.005023269084973034,0.023504992339158672,0.007494405023800088
isotropic,32,1,22,0.0048287639792266995,0.0042326043027999145,0.006828217230503355
isotropic,32,1,23,0.008686855376494693,0.014940791298260104,0.011815286829674199
isotropic,32,1,24,0.00921546858910197,0.02911958805922072,0.012039518077483484
isotropic,32,1,25,0.005674695587580996,0.003619392236906857,0.00808984359179353
isotropic,32,1,26,0.005182692907484952,0.014713312399557874,0.007591800334153248
isotropic,32,1,27,0.004607543738573956,0.009390809023659897,0.0067674406877055605
isotropic,32,1,28,0.005945770212089391,0.00935764075633704,0.007316812844441552
isotropic,32,1,29,0.006966140095689292,0.030554499130699096,0.009340181403485543
isotropic,32,1,30,0.007090449894212808,0.025284288038201014,0.00774818258687444
isotropic,32,1,31,0.00613538617631002,0.0057945173702854255,0.008576706594064202
isotropic,32,1,32,0.009270914139183985,0.024392693196593235,0.012453726759254137
isotropic,32,1,33,0.007657987230510876,0.014365394887647282,0.00968350836639166
isotropic,32,1,34,0.007632189482938916,0.015190849249142031,0.010187708083371768
isotropic,32,1,35,0.005465168511467444,0.02293911974518998,0.00758112830309938
isotropic,32,2,0,0.0029536202389137916,0.0027385125956160567,0.00344501882469366
isotropic,32,2,1,0.0032996680682154285,0.00905508210402838,0.0034455409800153132
isotropic,32,2,2,0.003030915422559938,0.011618412250499503,0.0038738884918820098
